Time,PosX,PosY,PosZ,VelX,VelY,VelZ,ForceX,ForceY,ForceZ,Action1,Action2,Action3
5.9,0.0131,0.6492,0.2997,0.0036,-0.0167,-0.0002,0.0002,-0.0019,0,,,
5.9,0.0131,0.6492,0.2997,0.0036,-0.0167,-0.0002,0.0002,-0.0019,0,0.2668,-1.0719,-3.1943
5.92,0.0132,0.6489,0.2997,0.0036,-0.0169,-0.0002,0.0002,-0.0019,0,,,
5.92,0.0132,0.6489,0.2997,0.0036,-0.0169,-0.0002,0.0002,-0.0019,0,0.2666,-1.0663,-3.1957
5.94,0.0133,0.6485,0.2997,0.0037,-0.0171,-0.0002,0.0002,-0.0019,0,,,
5.94,0.0133,0.6485,0.2997,0.0037,-0.0171,-0.0002,0.0002,-0.0019,0,0.2664,-1.0607,-3.1971
5.96,0.0133,0.6482,0.2997,0.0037,-0.0173,-0.0002,0.0002,-0.0019,0,,,
5.96,0.0133,0.6482,0.2997,0.0037,-0.0173,-0.0002,0.0002,-0.0019,0,0.2663,-1.0552,-3.1985
5.98,0.0134,0.6478,0.2997,0.0037,-0.0175,-0.0002,0.0002,-0.0019,0,,,
5.98,0.0134,0.6478,0.2997,0.0037,-0.0175,-0.0002,0.0002,-0.0019,0,0.2661,-1.0496,-3.1998
6,0.0135,0.6475,0.2997,0.0037,-0.0177,-0.0002,0.0002,-0.0019,0,,,
6,0.0135,0.6475,0.2997,0.0037,-0.0177,-0.0002,0.0002,-0.0019,0,0.2659,-1.0441,-3.2012
6.02,0.0136,0.6471,0.2997,0.0038,-0.0179,-0.0002,0.0002,-0.0019,0,,,
6.02,0.0136,0.6471,0.2997,0.0038,-0.0179,-0.0002,0.0002,-0.0019,0,0.2657,-1.0387,-3.2025
6.04,0.0136,0.6468,0.2997,0.0038,-0.018,-0.0002,0.0002,-0.0019,0,,,
6.04,0.0136,0.6468,0.2997,0.0038,-0.018,-0.0002,0.0002,-0.0019,0,0.2656,-1.0332,-3.2039
6.06,0.0137,0.6464,0.2997,0.0038,-0.0182,-0.0002,0.0002,-0.0018,0,,,
6.06,0.0137,0.6464,0.2997,0.0038,-0.0182,-0.0002,0.0002,-0.0018,0,0.2654,-1.0278,-3.2052
6.08,0.0138,0.646,0.2997,0.0038,-0.0184,-0.0002,0.0002,-0.0018,0,,,
6.08,0.0138,0.646,0.2997,0.0038,-0.0184,-0.0002,0.0002,-0.0018,0,0.2652,-1.0223,-3.2065
6.1,0.0139,0.6456,0.2997,0.0039,-0.0186,-0.0002,0.0002,-0.0018,0,,,
6.1,0.0139,0.6456,0.2997,0.0039,-0.0186,-0.0002,0.0002,-0.0018,0,0.2651,-1.0169,-3.2078
6.12,0.014,0.6453,0.2997,0.0039,-0.0188,-0.0002,0.0002,-0.0018,0,,,
6.12,0.014,0.6453,0.2997,0.0039,-0.0188,-0.0002,0.0002,-0.0018,0,0.2649,-1.0116,-3.2091
6.14,0.014,0.6449,0.2997,0.0039,-0.0189,-0.0002,0.0002,-0.0018,0,,,
6.14,0.014,0.6449,0.2997,0.0039,-0.0189,-0.0002,0.0002,-0.0018,0,0.2647,-1.0062,-3.2104
6.16,0.0141,0.6445,0.2997,0.0039,-0.0191,-0.0002,0.0002,-0.0018,0,,,
6.16,0.0141,0.6445,0.2997,0.0039,-0.0191,-0.0002,0.0002,-0.0018,0,0.2645,-1.0009,-3.2117
6.18,0.0142,0.6441,0.2997,0.004,-0.0193,-0.0002,0.0002,-0.0018,0,,,
6.18,0.0142,0.6441,0.2997,0.004,-0.0193,-0.0002,0.0002,-0.0018,0,0.2644,-0.9956,-3.213
6.2,0.0143,0.6437,0.2997,0.004,-0.0195,-0.0002,0.0002,-0.0018,0,,,
6.2,0.0143,0.6437,0.2997,0.004,-0.0195,-0.0002,0.0002,-0.0018,0,0.2642,-0.9903,-3.2142
6.22,0.0143,0.6433,0.2997,0.004,-0.0196,-0.0002,0.0002,-0.0017,0,,,
6.22,0.0143,0.6433,0.2997,0.004,-0.0196,-0.0002,0.0002,-0.0017,0,0.264,-0.985,-3.2155
6.24,0.0144,0.6429,0.2997,0.004,-0.0198,-0.0002,0.0002,-0.0017,0,,,
6.24,0.0144,0.6429,0.2997,0.004,-0.0198,-0.0002,0.0002,-0.0017,0,0.2638,-0.9797,-3.2167
6.26,0.0145,0.6425,0.2996,0.0041,-0.02,-0.0002,0.0002,-0.0017,0,,,
6.26,0.0145,0.6425,0.2996,0.0041,-0.02,-0.0002,0.0002,-0.0017,0,0.2637,-0.9745,-3.2179
6.28,0.0146,0.6421,0.2996,0.0041,-0.0202,-0.0002,0.0002,-0.0017,0,,,
6.28,0.0146,0.6421,0.2996,0.0041,-0.0202,-0.0002,0.0002,-0.0017,0,0.2635,-0.9693,-3.2192
6.3,0.0147,0.6417,0.2996,0.0041,-0.0203,-0.0002,0.0002,-0.0017,0,,,
6.3,0.0147,0.6417,0.2996,0.0041,-0.0203,-0.0002,0.0002,-0.0017,0,0.2633,-0.9641,-3.2204
6.32,0.0148,0.6413,0.2996,0.0041,-0.0205,-0.0002,0.0002,-0.0017,0,,,
6.32,0.0148,0.6413,0.2996,0.0041,-0.0205,-0.0002,0.0002,-0.0017,0,0.2631,-0.959,-3.2216
6.34,0.0148,0.6409,0.2996,0.0042,-0.0207,-0.0002,0.0002,-0.0017,0,,,
6.34,0.0148,0.6409,0.2996,0.0042,-0.0207,-0.0002,0.0002,-0.0017,0,0.2629,-0.9538,-3.2228
6.36,0.0149,0.6405,0.2996,0.0042,-0.0208,-0.0002,0.0002,-0.0017,0,,,
6.36,0.0149,0.6405,0.2996,0.0042,-0.0208,-0.0002,0.0002,-0.0017,0,0.2628,-0.9487,-3.224
6.38,0.015,0.6401,0.2996,0.0042,-0.021,-0.0002,0.0002,-0.0016,0,,,
6.38,0.015,0.6401,0.2996,0.0042,-0.021,-0.0002,0.0002,-0.0016,0,0.2626,-0.9436,-3.2251
6.4,0.0151,0.6397,0.2996,0.0042,-0.0212,-0.0002,0.0002,-0.0016,0,,,
6.4,0.0151,0.6397,0.2996,0.0042,-0.0212,-0.0002,0.0002,-0.0016,0,0.2624,-0.9385,-3.2263
6.42,0.0152,0.6392,0.2996,0.0043,-0.0213,-0.0002,0.0002,-0.0016,0,,,
6.42,0.0152,0.6392,0.2996,0.0043,-0.0213,-0.0002,0.0002,-0.0016,0,0.2622,-0.9334,-3.2275
6.44,0.0153,0.6388,0.2996,0.0043,-0.0215,-0.0002,0.0002,-0.0016,0,,,
6.44,0.0153,0.6388,0.2996,0.0043,-0.0215,-0.0002,0.0002,-0.0016,0,0.2621,-0.9284,-3.2286
6.46,0.0154,0.6384,0.2996,0.0043,-0.0216,-0.0002,0.0002,-0.0016,0,,,
6.46,0.0154,0.6384,0.2996,0.0043,-0.0216,-0.0002,0.0002,-0.0016,0,0.2619,-0.9234,-3.2297
6.48,0.0154,0.6379,0.2996,0.0043,-0.0218,-0.0002,0.0002,-0.0016,0,,,
6.48,0.0154,0.6379,0.2996,0.0043,-0.0218,-0.0002,0.0002,-0.0016,0,0.2617,-0.9184,-3.2309
6.5,0.0155,0.6375,0.2996,0.0044,-0.022,-0.0002,0.0003,-0.0016,0,,,
6.5,0.0155,0.6375,0.2996,0.0044,-0.022,-0.0002,0.0003,-0.0016,0,0.2615,-0.9134,-3.232
6.52,0.0156,0.637,0.2996,0.0044,-0.0221,-0.0002,0.0003,-0.0016,0,,,
6.52,0.0156,0.637,0.2996,0.0044,-0.0221,-0.0002,0.0003,-0.0016,0,0.2613,-0.9084,-3.2331
6.54,0.0157,0.6366,0.2996,0.0044,-0.0223,-0.0002,0.0003,-0.0016,0,,,
6.54,0.0157,0.6366,0.2996,0.0044,-0.0223,-0.0002,0.0003,-0.0016,0,0.2611,-0.9035,-3.2342
6.56,0.0158,0.6362,0.2996,0.0044,-0.0224,-0.0002,0.0003,-0.0015,0,,,
6.56,0.0158,0.6362,0.2996,0.0044,-0.0224,-0.0002,0.0003,-0.0015,0,0.261,-0.8985,-3.2353
6.58,0.0159,0.6357,0.2996,0.0045,-0.0226,-0.0002,0.0003,-0.0015,0,,,
6.58,0.0159,0.6357,0.2996,0.0045,-0.0226,-0.0002,0.0003,-0.0015,0,0.2608,-0.8936,-3.2364
6.6,0.016,0.6352,0.2996,0.0045,-0.0227,-0.0002,0.0003,-0.0015,0,,,
6.6,0.016,0.6352,0.2996,0.0045,-0.0227,-0.0002,0.0003,-0.0015,0,0.2606,-0.8888,-3.2375
6.62,0.0161,0.6348,0.2996,0.0045,-0.0229,-0.0002,0.0003,-0.0015,0,,,
6.62,0.0161,0.6348,0.2996,0.0045,-0.0229,-0.0002,0.0003,-0.0015,0,0.2604,-0.8839,-3.2386
6.64,0.0162,0.6343,0.2996,0.0045,-0.023,-0.0002,0.0003,-0.0015,0,,,
6.64,0.0162,0.6343,0.2996,0.0045,-0.023,-0.0002,0.0003,-0.0015,0,0.2602,-0.879,-3.2396
6.66,0.0162,0.6339,0.2996,0.0046,-0.0232,-0.0002,0.0003,-0.0015,0,,,
6.66,0.0162,0.6339,0.2996,0.0046,-0.0232,-0.0002,0.0003,-0.0015,0,0.26,-0.8742,-3.2407
6.68,0.0163,0.6334,0.2996,0.0046,-0.0233,-0.0002,0.0003,-0.0015,0,,,
6.68,0.0163,0.6334,0.2996,0.0046,-0.0233,-0.0002,0.0003,-0.0015,0,0.2599,-0.8694,-3.2417
6.7,0.0164,0.6329,0.2996,0.0046,-0.0235,-0.0003,0.0003,-0.0015,0,,,
6.7,0.0164,0.6329,0.2996,0.0046,-0.0235,-0.0003,0.0003,-0.0015,0,0.2597,-0.8646,-3.2428
6.72,0.0165,0.6325,0.2995,0.0046,-0.0236,-0.0003,0.0003,-0.0015,0,,,
6.72,0.0165,0.6325,0.2995,0.0046,-0.0236,-0.0003,0.0003,-0.0015,0,0.2595,-0.8599,-3.2438
6.74,0.0166,0.632,0.2995,0.0047,-0.0238,-0.0003,0.0003,-0.0014,0,,,
6.74,0.0166,0.632,0.2995,0.0047,-0.0238,-0.0003,0.0003,-0.0014,0,0.2593,-0.8551,-3.2448
6.76,0.0167,0.6315,0.2995,0.0047,-0.0239,-0.0003,0.0003,-0.0014,0,,,
6.76,0.0167,0.6315,0.2995,0.0047,-0.0239,-0.0003,0.0003,-0.0014,0,0.2591,-0.8504,-3.2458
6.78,0.0168,0.631,0.2995,0.0047,-0.024,-0.0003,0.0003,-0.0014,0,,,
6.78,0.0168,0.631,0.2995,0.0047,-0.024,-0.0003,0.0003,-0.0014,0,0.2589,-0.8457,-3.2468
6.8,0.0169,0.6305,0.2995,0.0047,-0.0242,-0.0003,0.0003,-0.0014,0,,,
6.8,0.0169,0.6305,0.2995,0.0047,-0.0242,-0.0003,0.0003,-0.0014,0,0.2587,-0.841,-3.2478
6.82,0.017,0.6301,0.2995,0.0048,-0.0243,-0.0003,0.0003,-0.0014,0,,,
6.82,0.017,0.6301,0.2995,0.0048,-0.0243,-0.0003,0.0003,-0.0014,0,0.2586,-0.8363,-3.2488
6.84,0.0171,0.6296,0.2995,0.0048,-0.0245,-0.0003,0.0003,-0.0014,0,,,
6.84,0.0171,0.6296,0.2995,0.0048,-0.0245,-0.0003,0.0003,-0.0014,0,0.2584,-0.8317,-3.2498
6.86,0.0172,0.6291,0.2995,0.0048,-0.0246,-0.0003,0.0003,-0.0014,0,,,
6.86,0.0172,0.6291,0.2995,0.0048,-0.0246,-0.0003,0.0003,-0.0014,0,0.2582,-0.8271,-3.2508
6.88,0.0173,0.6286,0.2995,0.0048,-0.0247,-0.0003,0.0003,-0.0014,0,,,
6.88,0.0173,0.6286,0.2995,0.0048,-0.0247,-0.0003,0.0003,-0.0014,0,0.258,-0.8224,-3.2517
6.9,0.0174,0.6281,0.2995,0.0049,-0.0249,-0.0003,0.0003,-0.0014,0,,,
6.9,0.0174,0.6281,0.2995,0.0049,-0.0249,-0.0003,0.0003,-0.0014,0,0.2578,-0.8179,-3.2527
6.92,0.0175,0.6276,0.2995,0.0049,-0.025,-0.0003,0.0003,-0.0013,0,,,
6.92,0.0175,0.6276,0.2995,0.0049,-0.025,-0.0003,0.0003,-0.0013,0,0.2576,-0.8133,-3.2537
6.94,0.0176,0.6271,0.2995,0.0049,-0.0251,-0.0003,0.0003,-0.0013,0,,,
6.94,0.0176,0.6271,0.2995,0.0049,-0.0251,-0.0003,0.0003,-0.0013,0,0.2574,-0.8087,-3.2546
6.96,0.0177,0.6266,0.2995,0.0049,-0.0253,-0.0003,0.0003,-0.0013,0,,,
6.96,0.0177,0.6266,0.2995,0.0049,-0.0253,-0.0003,0.0003,-0.0013,0,0.2572,-0.8042,-3.2555
6.98,0.0178,0.6261,0.2995,0.005,-0.0254,-0.0003,0.0003,-0.0013,0,,,
6.98,0.0178,0.6261,0.2995,0.005,-0.0254,-0.0003,0.0003,-0.0013,0,0.257,-0.7997,-3.2565
7,0.0179,0.6255,0.2995,0.005,-0.0255,-0.0003,0.0003,-0.0013,0,,,
7,0.0179,0.6255,0.2995,0.005,-0.0255,-0.0003,0.0003,-0.0013,0,0.2569,-0.7952,-3.2574
7.02,0.018,0.625,0.2995,0.005,-0.0257,-0.0003,0.0003,-0.0013,0,,,
7.02,0.018,0.625,0.2995,0.005,-0.0257,-0.0003,0.0003,-0.0013,0,0.2567,-0.7907,-3.2583
7.04,0.0181,0.6245,0.2995,0.005,-0.0258,-0.0003,0.0003,-0.0013,0,,,
7.04,0.0181,0.6245,0.2995,0.005,-0.0258,-0.0003,0.0003,-0.0013,0,0.2565,-0.7862,-3.2592
7.06,0.0182,0.624,0.2994,0.0051,-0.0259,-0.0003,0.0003,-0.0013,0,,,
7.06,0.0182,0.624,0.2994,0.0051,-0.0259,-0.0003,0.0003,-0.0013,0,0.2563,-0.7818,-3.2601
7.08,0.0183,0.6235,0.2994,0.0051,-0.0261,-0.0003,0.0003,-0.0013,0,,,
7.08,0.0183,0.6235,0.2994,0.0051,-0.0261,-0.0003,0.0003,-0.0013,0,0.2561,-0.7774,-3.261
7.1,0.0184,0.623,0.2994,0.0051,-0.0262,-0.0003,0.0003,-0.0013,0,,,
7.1,0.0184,0.623,0.2994,0.0051,-0.0262,-0.0003,0.0003,-0.0013,0,0.2559,-0.773,-3.2619
7.12,0.0185,0.6224,0.2994,0.0052,-0.0263,-0.0003,0.0003,-0.0012,0,,,
7.12,0.0185,0.6224,0.2994,0.0052,-0.0263,-0.0003,0.0003,-0.0012,0,0.2557,-0.7686,-3.2628
7.14,0.0186,0.6219,0.2994,0.0052,-0.0264,-0.0003,0.0003,-0.0012,0,,,
7.14,0.0186,0.6219,0.2994,0.0052,-0.0264,-0.0003,0.0003,-0.0012,0,0.2555,-0.7642,-3.2637
7.16,0.0187,0.6214,0.2994,0.0052,-0.0265,-0.0003,0.0003,-0.0012,0,,,
7.16,0.0187,0.6214,0.2994,0.0052,-0.0265,-0.0003,0.0003,-0.0012,0,0.2553,-0.7599,-3.2645
7.18,0.0188,0.6208,0.2994,0.0052,-0.0267,-0.0003,0.0003,-0.0012,0,,,
7.18,0.0188,0.6208,0.2994,0.0052,-0.0267,-0.0003,0.0003,-0.0012,0,0.2551,-0.7555,-3.2654
7.2,0.0189,0.6203,0.2994,0.0053,-0.0268,-0.0003,0.0003,-0.0012,0,,,
7.2,0.0189,0.6203,0.2994,0.0053,-0.0268,-0.0003,0.0003,-0.0012,0,0.2549,-0.7512,-3.2662
7.22,0.019,0.6198,0.2994,0.0053,-0.0269,-0.0003,0.0003,-0.0012,0,,,
7.22,0.019,0.6198,0.2994,0.0053,-0.0269,-0.0003,0.0003,-0.0012,0,0.2548,-0.7469,-3.2671
7.24,0.0191,0.6192,0.2994,0.0053,-0.027,-0.0003,0.0003,-0.0012,0,,,
7.24,0.0191,0.6192,0.2994,0.0053,-0.027,-0.0003,0.0003,-0.0012,0,0.2546,-0.7426,-3.2679
7.26,0.0192,0.6187,0.2994,0.0053,-0.0271,-0.0003,0.0003,-0.0012,0,,,
7.26,0.0192,0.6187,0.2994,0.0053,-0.0271,-0.0003,0.0003,-0.0012,0,0.2544,-0.7384,-3.2688
7.28,0.0193,0.6181,0.2994,0.0054,-0.0273,-0.0003,0.0003,-0.0012,0,,,
7.28,0.0193,0.6181,0.2994,0.0054,-0.0273,-0.0003,0.0003,-0.0012,0,0.2542,-0.7341,-3.2696
7.3,0.0194,0.6176,0.2994,0.0054,-0.0274,-0.0003,0.0003,-0.0012,0,,,
7.3,0.0194,0.6176,0.2994,0.0054,-0.0274,-0.0003,0.0003,-0.0012,0,0.254,-0.7299,-3.2704
7.32,0.0195,0.617,0.2994,0.0054,-0.0275,-0.0004,0.0003,-0.0011,0,,,
7.32,0.0195,0.617,0.2994,0.0054,-0.0275,-0.0004,0.0003,-0.0011,0,0.2538,-0.7257,-3.2712
7.34,0.0197,0.6165,0.2994,0.0054,-0.0276,-0.0004,0.0003,-0.0011,0,,,
7.34,0.0197,0.6165,0.2994,0.0054,-0.0276,-0.0004,0.0003,-0.0011,0,0.2536,-0.7215,-3.272
7.36,0.0198,0.6159,0.2993,0.0055,-0.0277,-0.0004,0.0003,-0.0011,0,,,
7.36,0.0198,0.6159,0.2993,0.0055,-0.0277,-0.0004,0.0003,-0.0011,0,0.2534,-0.7173,-3.2728
7.38,0.0199,0.6154,0.2993,0.0055,-0.0278,-0.0004,0.0003,-0.0011,0,,,
7.38,0.0199,0.6154,0.2993,0.0055,-0.0278,-0.0004,0.0003,-0.0011,0,0.2532,-0.7132,-3.2736
7.4,0.02,0.6148,0.2993,0.0055,-0.0279,-0.0004,0.0003,-0.0011,0,,,
7.4,0.02,0.6148,0.2993,0.0055,-0.0279,-0.0004,0.0003,-0.0011,0,0.253,-0.7091,-3.2744
7.42,0.0201,0.6143,0.2993,0.0055,-0.0281,-0.0004,0.0003,-0.0011,0,,,
7.42,0.0201,0.6143,0.2993,0.0055,-0.0281,-0.0004,0.0003,-0.0011,0,0.2528,-0.7049,-3.2752
7.44,0.0202,0.6137,0.2993,0.0056,-0.0282,-0.0004,0.0003,-0.0011,0,,,
7.44,0.0202,0.6137,0.2993,0.0056,-0.0282,-0.0004,0.0003,-0.0011,0,0.2526,-0.7008,-3.2759
7.46,0.0203,0.6131,0.2993,0.0056,-0.0283,-0.0004,0.0003,-0.0011,0,,,
7.46,0.0203,0.6131,0.2993,0.0056,-0.0283,-0.0004,0.0003,-0.0011,0,0.2524,-0.6967,-3.2767
7.48,0.0204,0.6126,0.2993,0.0056,-0.0284,-0.0004,0.0003,-0.0011,0,,,
7.48,0.0204,0.6126,0.2993,0.0056,-0.0284,-0.0004,0.0003,-0.0011,0,0.2522,-0.6927,-3.2775
7.5,0.0205,0.612,0.2993,0.0057,-0.0285,-0.0004,0.0003,-0.0011,0,,,
7.5,0.0205,0.612,0.2993,0.0057,-0.0285,-0.0004,0.0003,-0.0011,0,0.252,-0.6886,-3.2782
7.52,0.0207,0.6114,0.2993,0.0057,-0.0286,-0.0004,0.0003,-0.0011,0,,,
7.52,0.0207,0.6114,0.2993,0.0057,-0.0286,-0.0004,0.0003,-0.0011,0,0.2519,-0.6846,-3.279
7.54,0.0208,0.6108,0.2993,0.0057,-0.0287,-0.0004,0.0003,-0.001,0,,,
7.54,0.0208,0.6108,0.2993,0.0057,-0.0287,-0.0004,0.0003,-0.001,0,0.2517,-0.6806,-3.2797
7.56,0.0209,0.6103,0.2993,0.0057,-0.0288,-0.0004,0.0003,-0.001,0,,,
7.56,0.0209,0.6103,0.2993,0.0057,-0.0288,-0.0004,0.0003,-0.001,0,0.2515,-0.6766,-3.2805
7.58,0.021,0.6097,0.2993,0.0058,-0.0289,-0.0004,0.0003,-0.001,0,,,
7.58,0.021,0.6097,0.2993,0.0058,-0.0289,-0.0004,0.0003,-0.001,0,0.2513,-0.6726,-3.2812
7.6,0.0211,0.6091,0.2993,0.0058,-0.029,-0.0004,0.0003,-0.001,0,,,
7.6,0.0211,0.6091,0.2993,0.0058,-0.029,-0.0004,0.0003,-0.001,0,0.2511,-0.6686,-3.2819
7.62,0.0212,0.6085,0.2992,0.0058,-0.0291,-0.0004,0.0003,-0.001,0,,,
7.62,0.0212,0.6085,0.2992,0.0058,-0.0291,-0.0004,0.0003,-0.001,0,0.2509,-0.6647,-3.2826
7.64,0.0213,0.6079,0.2992,0.0058,-0.0292,-0.0004,0.0003,-0.001,0,,,
7.64,0.0213,0.6079,0.2992,0.0058,-0.0292,-0.0004,0.0003,-0.001,0,0.2507,-0.6608,-3.2834
7.66,0.0215,0.6074,0.2992,0.0059,-0.0293,-0.0004,0.0003,-0.001,0,,,
7.66,0.0215,0.6074,0.2992,0.0059,-0.0293,-0.0004,0.0003,-0.001,0,0.2505,-0.6569,-3.284
7.68,0.0216,0.6068,0.2992,0.0059,-0.0294,-0.0004,0.0003,-0.001,0,,,
7.68,0.0216,0.6068,0.2992,0.0059,-0.0294,-0.0004,0.0003,-0.001,0,0.2503,-0.653,-3.2848
7.7,0.0217,0.6062,0.2992,0.0059,-0.0295,-0.0004,0.0003,-0.001,0,,,
7.7,0.0217,0.6062,0.2992,0.0059,-0.0295,-0.0004,0.0003,-0.001,0,0.2501,-0.6491,-3.2855
7.72,0.0218,0.6056,0.2992,0.0059,-0.0296,-0.0004,0.0003,-0.001,0,,,
7.72,0.0218,0.6056,0.2992,0.0059,-0.0296,-0.0004,0.0003,-0.001,0,0.2499,-0.6452,-3.2861
7.74,0.0219,0.605,0.2992,0.006,-0.0297,-0.0004,0.0003,-0.001,0,,,
7.74,0.0219,0.605,0.2992,0.006,-0.0297,-0.0004,0.0003,-0.001,0,0.2497,-0.6414,-3.2868
7.76,0.0221,0.6044,0.2992,0.006,-0.0298,-0.0004,0.0003,-0.001,0,,,
7.76,0.0221,0.6044,0.2992,0.006,-0.0298,-0.0004,0.0003,-0.001,0,0.2495,-0.6375,-3.2875
7.78,0.0222,0.6038,0.2992,0.006,-0.0299,-0.0004,0.0003,-0.0009,0,,,
7.78,0.0222,0.6038,0.2992,0.006,-0.0299,-0.0004,0.0003,-0.0009,0,0.2493,-0.6337,-3.2882
7.8,0.0223,0.6032,0.2992,0.0061,-0.03,-0.0004,0.0003,-0.0009,-0.0001,,,
7.8,0.0223,0.6032,0.2992,0.0061,-0.03,-0.0004,0.0003,-0.0009,-0.0001,0.2491,-0.6299,-3.2888
7.82,0.0224,0.6026,0.2992,0.0061,-0.0301,-0.0005,0.0003,-0.0009,0,,,
7.82,0.0224,0.6026,0.2992,0.0061,-0.0301,-0.0005,0.0003,-0.0009,0,0.2489,-0.6262,-3.2895
7.84,0.0225,0.602,0.2992,0.0061,-0.0302,-0.0005,0.0003,-0.0009,0,,,
7.84,0.0225,0.602,0.2992,0.0061,-0.0302,-0.0005,0.0003,-0.0009,0,0.2487,-0.6224,-3.2902
7.86,0.0227,0.6014,0.2991,0.0061,-0.0302,-0.0005,0.0003,-0.0009,0,,,
7.86,0.0227,0.6014,0.2991,0.0061,-0.0302,-0.0005,0.0003,-0.0009,0,0.2485,-0.6186,-3.2908
7.88,0.0228,0.6008,0.2991,0.0062,-0.0303,-0.0005,0.0003,-0.0009,0,,,
7.88,0.0228,0.6008,0.2991,0.0062,-0.0303,-0.0005,0.0003,-0.0009,0,0.2483,-0.6149,-3.2915
7.9,0.0229,0.6002,0.2991,0.0062,-0.0304,-0.0005,0.0003,-0.0009,0,,,
7.9,0.0229,0.6002,0.2991,0.0062,-0.0304,-0.0005,0.0003,-0.0009,0,0.2481,-0.6112,-3.2921
7.92,0.023,0.5996,0.2991,0.0062,-0.0305,-0.0005,0.0003,-0.0009,-0.0001,,,
7.92,0.023,0.5996,0.2991,0.0062,-0.0305,-0.0005,0.0003,-0.0009,-0.0001,0.2479,-0.6075,-3.2927
7.94,0.0232,0.599,0.2991,0.0062,-0.0306,-0.0005,0.0003,-0.0009,0,,,
7.94,0.0232,0.599,0.2991,0.0062,-0.0306,-0.0005,0.0003,-0.0009,0,0.2478,-0.6038,-3.2934
7.96,0.0233,0.5983,0.2991,0.0063,-0.0307,-0.0005,0.0003,-0.0009,-0.0001,,,
7.96,0.0233,0.5983,0.2991,0.0063,-0.0307,-0.0005,0.0003,-0.0009,-0.0001,0.2476,-0.6002,-3.294
7.98,0.0234,0.5977,0.2991,0.0063,-0.0308,-0.0005,0.0003,-0.0009,0,,,
7.98,0.0234,0.5977,0.2991,0.0063,-0.0308,-0.0005,0.0003,-0.0009,0,0.2474,-0.5965,-3.2946
8,0.0235,0.5971,0.2991,0.0063,-0.0309,-0.0005,0.0003,-0.0009,0,,,
8,0.0235,0.5971,0.2991,0.0063,-0.0309,-0.0005,0.0003,-0.0009,0,0.2472,-0.5929,-3.2952
8.02,0.0237,0.5965,0.2991,0.0064,-0.0309,-0.0005,0.0003,-0.0008,0,,,
8.02,0.0237,0.5965,0.2991,0.0064,-0.0309,-0.0005,0.0003,-0.0008,0,0.247,-0.5892,-3.2959
8.04,0.0238,0.5959,0.2991,0.0064,-0.031,-0.0005,0.0003,-0.0008,0,,,
8.04,0.0238,0.5959,0.2991,0.0064,-0.031,-0.0005,0.0003,-0.0008,0,0.2468,-0.5856,-3.2965
8.06,0.0239,0.5952,0.299,0.0064,-0.0311,-0.0005,0.0003,-0.0008,-0.0001,,,
8.06,0.0239,0.5952,0.299,0.0064,-0.0311,-0.0005,0.0003,-0.0008,-0.0001,0.2466,-0.5821,-3.2971
8.08,0.0241,0.5946,0.299,0.0064,-0.0312,-0.0005,0.0003,-0.0008,-0.0001,,,
8.08,0.0241,0.5946,0.299,0.0064,-0.0312,-0.0005,0.0003,-0.0008,-0.0001,0.2464,-0.5785,-3.2977
8.1,0.0242,0.594,0.299,0.0065,-0.0313,-0.0005,0.0003,-0.0008,-0.0001,,,
8.1,0.0242,0.594,0.299,0.0065,-0.0313,-0.0005,0.0003,-0.0008,-0.0001,0.2462,-0.5749,-3.2982
8.12,0.0243,0.5934,0.299,0.0065,-0.0314,-0.0005,0.0003,-0.0008,0,,,
8.12,0.0243,0.5934,0.299,0.0065,-0.0314,-0.0005,0.0003,-0.0008,0,0.246,-0.5714,-3.2989
8.14,0.0244,0.5927,0.299,0.0065,-0.0314,-0.0005,0.0003,-0.0008,-0.0001,,,
8.14,0.0244,0.5927,0.299,0.0065,-0.0314,-0.0005,0.0003,-0.0008,-0.0001,0.2458,-0.5679,-3.2994
8.16,0.0246,0.5921,0.299,0.0066,-0.0315,-0.0005,0.0003,-0.0008,-0.0001,,,
8.16,0.0246,0.5921,0.299,0.0066,-0.0315,-0.0005,0.0003,-0.0008,-0.0001,0.2456,-0.5644,-3.3
8.18,0.0247,0.5915,0.299,0.0066,-0.0316,-0.0005,0.0003,-0.0008,0,,,
8.18,0.0247,0.5915,0.299,0.0066,-0.0316,-0.0005,0.0003,-0.0008,0,0.2454,-0.5609,-3.3006
8.2,0.0248,0.5908,0.299,0.0066,-0.0317,-0.0005,0.0003,-0.0008,-0.0001,,,
8.2,0.0248,0.5908,0.299,0.0066,-0.0317,-0.0005,0.0003,-0.0008,-0.0001,0.2452,-0.5574,-3.3011
8.22,0.025,0.5902,0.299,0.0066,-0.0317,-0.0006,0.0003,-0.0008,-0.0001,,,
8.22,0.025,0.5902,0.299,0.0066,-0.0317,-0.0006,0.0003,-0.0008,-0.0001,0.245,-0.5539,-3.3017
8.24,0.0252,0.5889,0.2989,0.0067,-0.0318,-0.0006,0.0003,-0.0008,-0.0001,,,
8.24,0.0252,0.5889,0.2989,0.0067,-0.0318,-0.0006,0.0003,-0.0008,-0.0001,0.2447,-0.549,-3.3023
8.26,0.0252,0.5889,0.2989,0.0067,-0.0319,-0.0006,0.0003,-0.0007,-0.0001,,,
