Time(s),ModelPosX,ModelPosY,ModelPosZ,ModelVelX,ModelVelY,ModelVelZ,MeasForceX,MeasForceY,MeasForceZ
0.000,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.029,0.040,-0.244
0.016,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.037,0.032,-0.241
0.031,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.002,0.010,-0.232
0.047,0.036,-0.279,-0.172,0.000,0.000,-0.000,-0.000,0.013,-0.244
0.047,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.025,0.030,-0.238
0.062,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.013,0.009,-0.247
0.078,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.009,0.011,-0.253
0.094,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.049,0.021,-0.265
0.094,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.009,0.011,-0.247
0.109,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.033,0.030,-0.253
0.125,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.017,0.022,-0.253
0.141,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.021,0.013,-0.250
0.141,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.028,0.048,-0.250
0.156,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.022,0.020,-0.247
0.172,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.016,-0.003,-0.226
0.187,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.024,0.035,-0.244
0.203,0.036,-0.279,-0.172,0.000,0.000,-0.000,0.025,0.038,-0.244
0.203,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.030,0.051,-0.238
0.219,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.015,0.024,-0.253
0.234,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.046,0.031,-0.232
0.234,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.022,0.032,-0.215
0.250,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.014,-0.265
0.266,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.002,0.010,-0.238
0.281,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.016,0.008,-0.265
0.281,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.013,0.013,-0.232
0.297,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.012,0.006,-0.265
0.312,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.008,0.015,-0.232
0.328,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.011,0.033,-0.221
0.328,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.036,0.013,-0.253
0.344,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.031,0.015,-0.253
0.359,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.007,-0.232
0.375,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.044,-0.235
0.375,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.003,0.018,-0.247
0.391,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.002,0.010,-0.265
0.406,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.041,0.010,-0.244
0.406,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.027,0.013,-0.229
0.422,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.017,0.027,-0.229
0.437,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.024,0.019,-0.235
0.453,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.033,0.007,-0.232
0.453,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.023,0.039,-0.226
0.469,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.012,0.029,-0.265
0.484,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.036,0.048,-0.235
0.484,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.011,0.010,-0.232
0.500,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.034,0.010,-0.232
0.516,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.001,0.004,-0.235
0.531,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.013,0.013,-0.235
0.531,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.014,0.032,-0.247
0.547,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.013,0.025,-0.235
0.562,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.031,0.003,-0.235
0.562,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.000,0.035,-0.226
0.578,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.016,0.008,-0.215
0.594,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.034,0.049,-0.259
0.609,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.028,0.021,-0.247
0.609,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.004,0.014,-0.238
0.625,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.014,0.020,-0.238
0.641,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.023,-0.250
0.641,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.013,0.013,-0.229
0.656,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.003,0.018,-0.215
0.672,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.030,0.000,-0.241
0.672,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.005,0.021,-0.215
0.687,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.011,0.022,-0.226
0.703,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.021,0.013,-0.241
0.719,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.016,0.019,-0.247
0.719,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.023,0.004,-0.241
0.734,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.020,0.021,-0.235
0.750,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.031,0.003,-0.256
0.750,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.014,0.033,-0.247
0.766,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,0.025,-0.247
0.781,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.007,-0.238
0.797,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.023,-0.012,-0.235
0.797,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.006,0.005,-0.247
0.812,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.028,0.021,-0.235
0.828,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.002,0.015,-0.229
0.828,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.028,0.025,-0.241
0.844,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.016,0.019,-0.253
0.859,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.024,0.035,-0.247
0.859,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.002,0.036,-0.256
0.875,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.012,0.041,-0.244
0.891,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.011,-0.244
0.906,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.023,0.016,-0.244
0.906,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.019,0.014,-0.250
0.922,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,0.014,-0.235
0.937,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.012,0.017,-0.244
0.953,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.032,0.038,-0.232
0.953,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,-0.001,-0.238
0.969,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.012,0.029,-0.253
0.984,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.017,0.022,-0.241
0.984,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.026,0.010,-0.238
1.000,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.022,0.020,-0.256
1.016,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.011,-0.241
1.031,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.020,0.021,-0.241
1.031,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.007,0.031,-0.244
1.047,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,0.014,-0.229
1.062,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.025,0.038,-0.232
1.062,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.002,-0.001,-0.259
1.078,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.020,0.021,-0.241
1.094,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.024,0.035,-0.232
1.109,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,0.014,-0.226
1.109,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.018,0.030,-0.259
1.125,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,0.025,-0.256
1.141,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.017,0.022,-0.215
1.156,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.006,0.005,-0.235
1.156,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.030,-0.229
1.172,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.017,0.027,-0.218
1.187,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.015,0.035,-0.244
1.187,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.031,0.015,-0.238
1.203,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.002,-0.001,-0.232
1.219,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.022,0.008,-0.244
1.234,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.017,0.027,-0.235
1.234,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,-0.010,-0.241
1.250,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.019,-0.244
1.266,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.025,0.042,-0.247
1.266,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.026,-0.235
1.281,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.017,0.022,-0.238
1.297,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.002,0.013,-0.238
1.312,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.023,0.004,-0.224
1.312,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.026,-0.253
1.328,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.006,0.012,-0.268
1.344,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.013,0.011,-0.244
1.344,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.030,-0.259
1.359,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.027,0.018,-0.232
1.375,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.001,0.042,-0.250
1.391,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.035,0.018,-0.244
1.391,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.010,0.026,-0.235
1.406,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.018,-0.006,-0.241
1.422,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.027,-0.010,-0.247
1.422,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.001,0.016,-0.241
1.437,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.028,0.009,-0.232
1.453,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.014,0.016,-0.235
1.469,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.019,0.037,-0.250
1.469,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.004,0.025,-0.232
1.484,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.002,-0.003,-0.259
1.500,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.013,0.015,-0.235
1.516,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.012,0.039,-0.238
1.516,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.007,0.008,-0.241
1.531,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.006,0.017,-0.250
1.547,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.022,0.020,-0.229
1.547,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.002,0.013,-0.247
1.562,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.011,-0.241
1.578,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.004,0.037,-0.235
1.594,0.036,-0.279,-0.173,0.000,0.000,-0.000,-0.013,0.015,-0.241
1.594,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.009,0.035,-0.244
1.609,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.015,0.012,-0.247
1.625,0.036,-0.279,-0.173,0.000,0.000,-0.000,0.004,0.014,-0.241
1.625,0.036,-0.279,-0.173,-0.001,0.000,-0.000,0.019,0.014,-0.250
1.641,0.036,-0.279,-0.173,-0.001,0.000,-0.000,0.012,0.029,-0.253
1.656,0.036,-0.279,-0.173,-0.002,0.000,-0.000,0.027,0.029,-0.256
1.672,0.036,-0.279,-0.173,-0.003,0.000,-0.000,0.007,-0.004,-0.253
1.672,0.036,-0.279,-0.173,-0.003,0.000,-0.000,0.005,-0.002,-0.229
1.687,0.036,-0.279,-0.173,-0.004,0.000,-0.000,0.040,0.003,-0.244
1.703,0.036,-0.279,-0.173,-0.005,0.000,-0.000,0.053,0.023,-0.238
1.703,0.036,-0.279,-0.173,-0.005,0.001,-0.001,0.053,0.023,-0.262
1.719,0.036,-0.279,-0.173,-0.005,0.001,-0.001,-0.002,0.036,-0.229
1.734,0.036,-0.279,-0.173,-0.006,0.002,-0.001,0.007,0.024,-0.182
1.750,0.036,-0.279,-0.173,-0.006,0.003,-0.001,-0.001,0.016,-0.274
1.750,0.035,-0.279,-0.173,-0.006,0.003,-0.001,0.028,-0.003,-0.238
1.766,0.035,-0.279,-0.173,-0.007,0.003,-0.001,0.023,0.016,-0.229
1.781,0.035,-0.279,-0.173,-0.007,0.004,-0.001,0.025,0.038,-0.215
1.781,0.035,-0.279,-0.173,-0.008,0.004,-0.001,-0.015,0.023,-0.218
1.797,0.035,-0.279,-0.173,-0.008,0.004,-0.001,-0.002,0.036,-0.215
1.812,0.035,-0.279,-0.173,-0.009,0.004,-0.001,0.026,0.010,-0.226
1.812,0.035,-0.279,-0.173,-0.009,0.005,-0.001,0.024,0.011,-0.235
1.828,0.035,-0.278,-0.173,-0.009,0.005,-0.001,0.017,0.010,-0.224
1.844,0.035,-0.278,-0.173,-0.010,0.005,-0.001,0.025,0.038,-0.247
1.859,0.035,-0.278,-0.173,-0.010,0.005,-0.001,0.007,0.008,-0.241
1.859,0.035,-0.278,-0.173,-0.011,0.006,-0.001,0.025,0.030,-0.215
1.875,0.034,-0.278,-0.173,-0.011,0.006,-0.001,0.033,0.007,-0.229
1.891,0.034,-0.278,-0.173,-0.012,0.006,-0.002,0.034,0.010,-0.238
1.891,0.034,-0.278,-0.173,-0.012,0.006,-0.002,0.009,0.035,-0.215
1.906,0.034,-0.278,-0.173,-0.013,0.007,-0.002,0.021,0.029,-0.229
1.922,0.034,-0.278,-0.173,-0.013,0.007,-0.002,0.015,0.024,-0.253
1.937,0.034,-0.278,-0.173,-0.014,0.007,-0.002,0.021,0.024,-0.259
1.937,0.034,-0.278,-0.173,-0.014,0.007,-0.002,0.010,0.021,-0.206
1.953,0.033,-0.278,-0.173,-0.015,0.008,-0.002,0.013,0.009,-0.247
1.969,0.033,-0.278,-0.173,-0.015,0.008,-0.002,0.038,0.051,-0.221
1.969,0.033,-0.278,-0.173,-0.015,0.008,-0.002,0.048,0.042,-0.244
1.984,0.033,-0.277,-0.173,-0.016,0.008,-0.002,-0.002,0.036,-0.274
2.000,0.033,-0.277,-0.173,-0.016,0.008,-0.002,0.019,0.049,-0.229
2.000,0.033,-0.277,-0.173,-0.017,0.009,-0.002,-0.002,0.001,-0.232
2.016,0.032,-0.277,-0.173,-0.017,0.009,-0.002,0.024,0.011,-0.226
2.031,0.032,-0.277,-0.173,-0.018,0.009,-0.002,0.022,0.020,-0.235
2.047,0.032,-0.277,-0.173,-0.018,0.009,-0.002,0.027,-0.022,-0.259
2.047,0.032,-0.277,-0.173,-0.019,0.010,-0.002,0.030,0.000,-0.218
2.062,0.032,-0.277,-0.173,-0.019,0.010,-0.002,0.016,0.019,-0.232
2.078,0.031,-0.277,-0.173,-0.020,0.010,-0.002,0.032,0.027,-0.209
2.078,0.031,-0.277,-0.173,-0.020,0.010,-0.003,0.023,0.039,-0.197
2.094,0.031,-0.276,-0.173,-0.020,0.011,-0.003,0.006,0.001,-0.265
2.109,0.031,-0.276,-0.173,-0.021,0.011,-0.003,0.001,0.031,-0.194
2.109,0.030,-0.276,-0.173,-0.021,0.011,-0.003,-0.010,-0.003,-0.268
2.125,0.030,-0.276,-0.173,-0.022,0.011,-0.003,0.019,0.037,-0.259
2.141,0.030,-0.276,-0.173,-0.022,0.012,-0.003,0.037,-0.003,-0.221
2.156,0.030,-0.276,-0.173,-0.023,0.012,-0.003,0.047,-0.001,-0.215
2.156,0.030,-0.276,-0.173,-0.023,0.012,-0.003,0.045,0.024,-0.280
2.172,0.029,-0.276,-0.173,-0.024,0.012,-0.003,0.007,0.024,-0.238
2.187,0.029,-0.275,-0.173,-0.024,0.013,-0.003,-0.001,0.020,-0.185
2.187,0.029,-0.275,-0.173,-0.025,0.013,-0.003,0.011,-0.018,-0.280
2.203,0.028,-0.275,-0.174,-0.025,0.013,-0.003,0.012,0.029,-0.295
2.219,0.028,-0.275,-0.174,-0.026,0.013,-0.003,0.032,0.038,-0.212
2.219,0.028,-0.275,-0.174,-0.026,0.014,-0.003,0.013,-0.026,-0.277
2.234,0.028,-0.275,-0.174,-0.026,0.014,-0.003,0.006,0.028,-0.229
2.250,0.027,-0.275,-0.174,-0.027,0.014,-0.003,0.017,0.062,-0.226
2.250,0.027,-0.274,-0.174,-0.027,0.014,-0.003,0.000,0.000,-0.283
2.266,0.027,-0.274,-0.174,-0.028,0.015,-0.004,0.033,0.007,-0.215
2.281,0.026,-0.274,-0.174,-0.028,0.015,-0.004,-0.003,0.005,-0.188
2.297,0.026,-0.274,-0.174,-0.029,0.015,-0.004,-0.010,0.037,-0.212
2.297,0.026,-0.274,-0.174,-0.029,0.015,-0.004,0.020,0.033,-0.238
2.312,0.025,-0.274,-0.174,-0.030,0.015,-0.004,0.035,0.033,-0.212
2.328,0.025,-0.273,-0.174,-0.030,0.016,-0.004,0.022,0.020,-0.268
2.328,0.025,-0.273,-0.174,-0.031,0.016,-0.004,0.003,0.030,-0.244
2.344,0.024,-0.273,-0.174,-0.031,0.016,-0.004,0.024,0.035,-0.215
2.359,0.024,-0.273,-0.174,-0.032,0.016,-0.004,0.003,0.030,-0.235
2.375,0.024,-0.273,-0.174,-0.032,0.017,-0.004,0.047,0.034,-0.221
2.375,0.023,-0.272,-0.174,-0.033,0.017,-0.004,0.021,-0.027,-0.274
2.391,0.023,-0.272,-0.174,-0.033,0.017,-0.004,0.025,-0.025,-0.241
2.406,0.023,-0.272,-0.174,-0.033,0.017,-0.004,-0.002,-0.003,-0.229
2.406,0.022,-0.272,-0.174,-0.034,0.018,-0.004,0.007,-0.004,-0.286
2.422,0.022,-0.272,-0.174,-0.034,0.018,-0.004,-0.009,0.052,-0.229
2.437,0.021,-0.271,-0.174,-0.035,0.018,-0.004,0.025,0.065,-0.194
2.453,0.021,-0.271,-0.174,-0.035,0.018,-0.005,0.033,0.058,-0.232
2.453,0.021,-0.271,-0.174,-0.036,0.019,-0.005,0.008,-0.036,-0.259
2.469,0.020,-0.271,-0.175,-0.036,0.019,-0.005,-0.002,-0.015,-0.203
2.484,0.020,-0.271,-0.175,-0.037,0.019,-0.005,0.048,0.065,-0.221
2.484,0.020,-0.270,-0.175,-0.037,0.019,-0.005,-0.022,0.003,-0.179
2.500,0.019,-0.270,-0.175,-0.038,0.020,-0.005,0.039,0.019,-0.182
2.516,0.019,-0.270,-0.175,-0.038,0.020,-0.005,0.012,0.017,-0.232
2.516,0.018,-0.270,-0.175,-0.039,0.020,-0.005,0.010,-0.013,-0.289
2.531,0.018,-0.270,-0.175,-0.039,0.020,-0.005,0.007,0.031,-0.238
2.547,0.017,-0.269,-0.175,-0.039,0.021,-0.005,0.029,0.028,-0.250
2.562,0.017,-0.269,-0.175,-0.040,0.021,-0.005,-0.011,0.029,-0.286
2.562,0.017,-0.269,-0.175,-0.040,0.021,-0.005,0.050,0.056,-0.226
